id,suburb,fuel_code,Aug_2016,Sep_2016,Oct_2016,Nov_2016,Dec_2016,Jan_2017,Feb_2017,Mar_2017,Apr_2017,May_2017,Jun_2017,Jul_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Feb_2018,Mar_2018,Apr_2018,May_2018,Jun_2018,Jul_2018,Aug_2018,Sep_2018,Oct_2018,Nov_2018,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Sep_2019,Oct_2019
10426,Minto Heights,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10427,Miranda,PDL,114.9,112.4,116.05,114.7,126.55,129.9,125.10000000000001,120.56666666666668,129.83333333333334,0.0,0.0,125.96000000000004,126.97692307692313,129.9,130.32857142857142,131.4,145.3,144.15,0.0,159.4,147.525,156.6692307692308,0.0,149.5666666666667,0.0,156.9,175.90000000000006,162.9714285714286,153.48333333333338,147.275,140.56666666666666,151.9,148.66,152.35000000000002,145.84285714285713,152.23333333333335,146.23333333333335,146.75714285714284,142.9
10428,Mona Vale,PDL,121.06666666666666,119.9,121.71818181818183,127.9,133.83333333333334,129.9,137.9,131.9,130.56666666666666,0.0,129.12142857142862,127.34166666666664,127.52222222222225,0.0,132.50000000000003,133.06,135.68571428571428,140.1,139.75,138.9842105263158,144.50769230769234,152.90000000000003,0.0,153.9,0.0,159.2846153846154,166.20769230769233,159.18181818181824,142.6363636363637,137.59,143.775,148.1857142857143,151.9,152.9,149.9,0.0,0.0,150.15,150.9
10429,Monterey,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10430,Moore Park,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10431,Moorebank,PDL,115.74210526315791,114.24444444444445,122.3789473684211,125.30909090909095,127.3476190476191,127.20000000000003,123.9,124.9,125.9,120.34444444444443,118.94347826086961,116.68947368421057,122.40450450450427,123.80697674418602,130.37368421052636,132.90000000000006,134.9,136.50000000000003,135.50000000000003,136.275,143.11875,151.42926829268288,149.04285714285714,148.56666666666672,150.25000000000006,158.61428571428567,165.90400000000005,151.31304347826074,139.15000000000003,136.5363636363637,142.90000000000003,147.23333333333335,150.73333333333338,151.73333333333332,147.3666666666667,147.82857142857145,147.9,152.19411764705887,151.025
10432,Morning Bay,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10433,Mortdale,PDL,122.15,0.0,122.3,0.0,129.9,131.9,0.0,0.0,0.0,0.0,129.4,0.0,128.9,0.0,131.5666666666667,135.4,138.4,139.9,0.0,141.9,145.9,153.32857142857142,0.0,156.9,0.0,159.9,164.9,159.6142857142857,149.5,142.9,144.9,148.4,151.9,152.9,150.9,147.9,0.0,149.9,0.0
10434,Mortlake,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10435,Mosman,PDL,120.77499999999999,0.0,122.9909090909091,126.75714285714285,136.9,136.8,138.9,133.7,134.9,0.0,132.7,129.9,130.01538461538468,0.0,134.77777777777777,140.73333333333332,0.0,0.0,0.0,143.9,149.06666666666666,154.9588235294118,160.9,157.65,0.0,163.10000000000002,169.1,165.025,154.05789473684214,146.06666666666666,146.4,149.5,153.5,156.15,154.65,0.0,152.9,154.23333333333335,155.9
