id,suburb,fuel_code,Aug_2016,Sep_2016,Oct_2016,Nov_2016,Dec_2016,Jan_2017,Feb_2017,Mar_2017,Apr_2017,May_2017,Jun_2017,Jul_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Feb_2018,Mar_2018,Apr_2018,May_2018,Jun_2018,Jul_2018,Aug_2018,Sep_2018,Oct_2018,Nov_2018,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Sep_2019,Oct_2019
10657,Westleigh,DL,110.4,0.0,0.0,118.9,123.9,131.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.9,141.9,0.0,0.0,149.9,154.9,0.0,0.0,158.9,0.0,148.9,153.9,145.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10658,Westmead,DL,107.06666666666666,0.0,114.9,110.9,118.23333333333335,120.9,0.0,117.9,120.9,118.23333333333335,116.90000000000002,115.9,117.9,120.9,122.9,125.90000000000002,128.4,129.9,0.0,131.9,135.9,143.5,143.9,143.9,144.23333333333335,149.9,155.65,146.5,135.23333333333335,135.4,0.0,0.0,0.0,147.9,136.9,0.0,0.0,0.0,141.9
10659,Wetherill Park,DL,0.0,116.52499999999999,123.05384615384618,124.5,133.4,134.9,124.65,130.62727272727275,127.73333333333333,126.27500000000005,122.03636363636369,123.16666666666663,121.28749999999982,118.26363636363641,125.67777777777782,132.53636363636366,127.9,137.15,129.4,140.5666666666667,142.26470588235298,151.165,153.31428571428572,149.20714285714286,150.215,155.73333333333338,166.0363636363637,161.052380952381,146.01578947368424,140.2571428571429,146.34444444444446,151.11538461538464,147.4,149.43333333333334,149.47142857142856,146.1,145.9,147.75714285714284,150.23333333333335
10660,Whalan,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10661,Whale Beach,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10662,Wheeler Heights,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10663,Wilberforce,DL,106.9,108.04285714285713,115.39333333333336,119.16666666666667,122.25999999999999,126.55000000000001,127.7,123.39999999999999,127.29999999999998,124.38,119.23333333333335,121.53636363636365,120.07241379310351,117.9,125.9,127.4,0.0,129.8,129.9,130.7,138.5,145.40000000000003,0.0,146.73333333333332,145.98571428571427,151.24545454545458,158.3,152.51428571428576,138.53157894736847,132.98333333333338,139.20000000000002,143.1,145.9,0.0,145.63333333333333,142.4,141.7,145.05,145.75
10664,Wiley Park,DL,113.4,111.4,115.23333333333335,0.0,117.9,122.56666666666668,124.9,0.0,123.9,119.9,117.9,118.9,115.9,123.23333333333335,122.4,127.23333333333335,131.4,130.9,132.5666666666667,0.0,136.1,145.4,148.9,147.23333333333335,149.4,152.23333333333335,163.15,153.9,140.23333333333335,137.9,142.9,143.9,148.9,147.9,0.0,0.0,140.9,144.9,146.9
10665,Willmot,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10666,Willoughby,DL,0.0,118.4,123.1,0.0,133.4,0.0,0.0,132.9,133.9,131.9,0.0,131.10000000000002,129.90000000000003,0.0,0.0,138.3,0.0,143.9,0.0,145.9,147.9,155.18571428571428,159.9,0.0,159.9,164.9,168.5,167.65,154.7,144.5,151.9,155.15,154.9,155.9,153.9,0.0,150.9,151.4,152.4
