id,suburb,fuel_code,Aug_2016,Sep_2016,Oct_2016,Nov_2016,Dec_2016,Jan_2017,Feb_2017,Mar_2017,Apr_2017,May_2017,Jun_2017,Jul_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Feb_2018,Mar_2018,Apr_2018,May_2018,Jun_2018,Jul_2018,Aug_2018,Sep_2018,Oct_2018,Nov_2018,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Sep_2019,Oct_2019
10020,Auburn,E10,107.73333333333333,115.60526315789475,117.51739130434787,112.68928571428576,119.44545454545455,127.54705882352945,126.67333333333335,115.3514285714286,122.39655172413796,119.15517241379314,118.97428571428577,114.52500000000002,116.65555555555557,122.56578947368419,126.42105263157895,130.8787878787879,131.32608695652175,129.88,133.17142857142858,126.82592592592594,134.87000000000006,139.45555555555558,137.06666666666672,136.61428571428576,141.10000000000002,146.65,144.12222222222223,125.97692307692313,119.68000000000004,115.59230769230771,124.9,126.4,138.78333333333336,138.35000000000002,132.11818181818185,137.40000000000003,135.98571428571432,141.12857142857146,145.70000000000005
10021,Austral,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10022,Avalon Beach,E10,109.59230769230771,118.37222222222226,113.35,116.64999999999999,126.56666666666666,128.45000000000002,132.36666666666665,118.62727272727275,123.63333333333334,128.06666666666666,120.9777777777778,116.7545454545455,118.80285714285715,127.77666666666671,132.04444444444448,141.84285714285713,142.1,143.6,141.0285714285714,136.3166666666667,147.6,149.48333333333338,147.74375000000003,145.24375000000003,149.90000000000003,165.9,163.15000000000003,136.6692307692308,135.4,130.9,136.9,134.23333333333335,0.0,154.23333333333332,148.56666666666666,138.4,146.65,150.1,159.23333333333335
10023,Badgerys Creek,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10024,Balgowlah,E10,111.15000000000002,116.3666666666667,119.15000000000003,121.9909090909091,126.89999999999999,133.17272727272731,130.6777777777778,120.43333333333337,130.45555555555558,123.89999999999999,118.65000000000002,117.56666666666666,121.9588235294118,128.27500000000003,130.37619047619052,141.08181818181822,139.90000000000003,136.5666666666667,135.70000000000002,136.50000000000003,146.34444444444446,150.3615384615385,149.02500000000003,146.00000000000006,150.664705882353,157.15,162.70000000000002,143.3615384615385,136.99090909090913,127.04285714285713,133.9,149.9,0.0,0.0,0.0,0.0,0.0,168.60000000000002,157.23333333333335
10025,Balgowlah Heights,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10026,Balmain,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,Balmain East,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10028,Bangor,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,Banksia,E10,108.05000000000004,112.43243243243246,112.57741935483875,111.83157894736846,122.8,128.50000000000006,125.6818181818182,115.4066666666667,124.80500000000004,121.57037037037041,114.08857142857147,113.17333333333335,118.63469387755096,123.05952380952381,129.7517241379311,131.94193548387096,131.79473684210527,135.67142857142855,132.18125000000003,129.7529411764706,144.35833333333338,142.34117647058827,141.904347826087,136.87407407407412,143.86333333333334,152.1826086956522,153.5347826086957,128.48333333333338,127.53333333333337,125.05,120.41666666666667,131.3,133.65,151.1,146.23333333333335,134.5,137.14000000000001,139.16666666666666,147.6166666666667
